Gene stable ID,Transcript stable ID,Gene type,Gene name,miRBase accession,miRBase ID
ENSG00000264238,ENST00000583770,miRNA,AL590084.1,,
ENSG00000264891,ENST00000580080,miRNA,AL359091.1,,
ENSG00000265996,ENST00000580455,miRNA,MIR3671,MI0016072,hsa-mir-3671
ENSG00000253008,ENST00000517199,miRNA,MIR2355,MI0015873,hsa-mir-2355
ENSG00000199135,ENST00000362265,miRNA,MIR101-1,MI0000103,hsa-mir-101-1
ENSG00000265694,ENST00000583305,miRNA,MIR4774,MI0017417,hsa-mir-4774
ENSG00000253017,ENST00000517208,miRNA,AL160037.1,,
ENSG00000263597,ENST00000584304,miRNA,MIR3936,MI0016592,hsa-mir-3936
ENSG00000221628,ENST00000408701,miRNA,MIR1302-4,MI0006365,hsa-mir-1302-4
ENSG00000207834,ENST00000385099,miRNA,D86994.2,,
ENSG00000221808,ENST00000408881,miRNA,MIR1256,MI0006390,hsa-mir-1256
ENSG00000264720,ENST00000584034,miRNA,MIR3117,MI0014130,hsa-mir-3117
ENSG00000221655,ENST00000408728,miRNA,AL354978.1,,
ENSG00000221321,ENST00000408394,miRNA,AC016764.1,,
ENSG00000221521,ENST00000408594,miRNA,AL158151.2,,
ENSG00000221733,ENST00000408806,miRNA,AL109843.1,,
ENSG00000207830,ENST00000385095,miRNA,D86994.1,,
ENSG00000264900,ENST00000581168,miRNA,MIR4775,MI0017418,hsa-mir-4775
ENSG00000264629,ENST00000579613,miRNA,D87007.1,,
ENSG00000266867,ENST00000584440,miRNA,AL031005.1,,
ENSG00000220992,ENST00000408065,miRNA,AL158151.1,,
ENSG00000266793,ENST00000578149,miRNA,AL137008.1,,
ENSG00000215979,ENST00000401160,miRNA,AL021917.1,,
ENSG00000221654,ENST00000408727,miRNA,AC013402.1,,
ENSG00000264794,ENST00000582664,miRNA,AC024996.1,,
ENSG00000263542,ENST00000581793,miRNA,AL157407.1,,
ENSG00000221227,ENST00000408300,miRNA,MIR1305,MI0006372,hsa-mir-1305
ENSG00000265534,ENST00000579604,miRNA,AL512638.1,,
ENSG00000221203,ENST00000408276,miRNA,MIR1262,MI0006397,hsa-mir-1262
ENSG00000238399,ENST00000459295,miRNA,MIR2053,MI0010487,hsa-mir-2053
ENSG00000221186,ENST00000408259,miRNA,AC114798.1,,
ENSG00000221534,ENST00000408607,miRNA,AC090079.1,,
ENSG00000221610,ENST00000408683,miRNA,AC107890.1,,
ENSG00000264711,ENST00000579277,miRNA,AC007919.1,,
ENSG00000221781,ENST00000408854,miRNA,AL359815.1,,
ENSG00000273236,ENST00000582891,miRNA,AC012314.5,,
ENSG00000252240,ENST00000516431,miRNA,AC096643.1,,
ENSG00000264512,ENST00000582551,miRNA,MIR5692A1,MI0019298,hsa-mir-5692a-2
ENSG00000264512,ENST00000582551,miRNA,MIR5692A1,MI0019297,hsa-mir-5692a-1
ENSG00000207590,ENST00000384858,miRNA,MIR215,MI0000291,hsa-mir-215
ENSG00000207624,ENST00000384892,miRNA,MIR194-1,MI0000488,hsa-mir-194-1
ENSG00000263395,ENST00000582041,miRNA,AC093844.1,,
ENSG00000264965,ENST00000581217,miRNA,AC144573.1,,
ENSG00000266206,ENST00000578598,miRNA,MIR3926-2,MI0016437,hsa-mir-3926-2
ENSG00000266206,ENST00000578598,miRNA,MIR3926-2,MI0016434,hsa-mir-3926-1
ENSG00000265371,ENST00000577868,miRNA,MIR3198-2,MI0017335,hsa-mir-3198-2
ENSG00000264298,ENST00000578012,miRNA,AL353803.1,,
ENSG00000263576,ENST00000578452,miRNA,AL121748.1,,
ENSG00000199122,ENST00000362252,miRNA,MIR148B,MI0000811,hsa-mir-148b
ENSG00000207835,ENST00000385100,miRNA,D87015.1,,
ENSG00000264793,ENST00000582617,miRNA,MIR4771-1,MI0017413,hsa-mir-4771-2
ENSG00000264793,ENST00000582617,miRNA,MIR4771-1,MI0017412,hsa-mir-4771-1
ENSG00000207833,ENST00000385098,miRNA,D86998.1,,
ENSG00000207836,ENST00000385101,miRNA,MIR650,MI0003665,hsa-mir-650
ENSG00000221523,ENST00000408596,miRNA,AC079080.1,,
ENSG00000266564,ENST00000581169,miRNA,MIR4418,MI0016754,hsa-mir-4418
ENSG00000207832,ENST00000385097,miRNA,D87024.1,,
ENSG00000265422,ENST00000581646,miRNA,MIR4684,MI0017316,hsa-mir-4684
ENSG00000216157,ENST00000401338,miRNA,AL611946.1,,
ENSG00000264014,ENST00000581187,miRNA,MIR4253,MI0015860,hsa-mir-4253
ENSG00000264824,ENST00000577998,miRNA,hsa-mir-5571,MI0019115,hsa-mir-5571
ENSG00000264463,ENST00000584104,miRNA,AC090133.1,,
ENSG00000263793,ENST00000577915,miRNA,MIR3115,MI0014127,hsa-mir-3115
ENSG00000264419,ENST00000585049,miRNA,MIR548AC,MI0016762,hsa-mir-548ac
ENSG00000238532,ENST00000458881,miRNA,AL355794.1,,
ENSG00000266802,ENST00000583845,miRNA,MIR4419A,MI0016755,hsa-mir-4419a
ENSG00000211543,ENST00000390209,miRNA,MIR320B1,MI0003776,hsa-mir-320b-1
ENSG00000264903,ENST00000583869,miRNA,AC122720.1,,
ENSG00000221069,ENST00000408142,miRNA,AC000029.1,,
ENSG00000266020,ENST00000583255,miRNA,AC010092.1,,
ENSG00000221563,ENST00000408636,miRNA,MIR1269A,MI0006406,hsa-mir-1269a
ENSG00000207721,ENST00000384988,miRNA,MIR186,MI0000483,hsa-mir-186
ENSG00000266228,ENST00000584484,miRNA,MIR3611,MI0016001,hsa-mir-3611
ENSG00000221545,ENST00000408618,miRNA,MIR1255B2,MI0006436,hsa-mir-1255b-2
ENSG00000265686,ENST00000408077,miRNA,AL109749.1,,
ENSG00000263524,ENST00000582859,miRNA,AC016697.3,,
ENSG00000212017,ENST00000390728,miRNA,MIR548U,MI0014168,hsa-mir-548u
ENSG00000221425,ENST00000408498,miRNA,AL157904.1,,
ENSG00000238621,ENST00000459170,miRNA,TRNAI2,,
ENSG00000265454,ENST00000580006,miRNA,AC012362.1,,
ENSG00000222055,ENST00000410123,miRNA,AC092117.1,,
ENSG00000215930,ENST00000401111,miRNA,MIR942,MI0005767,hsa-mir-942
ENSG00000265565,ENST00000584253,miRNA,MIR3143,MI0014167,hsa-mir-3143
ENSG00000216181,ENST00000401362,miRNA,AL391056.1,,
ENSG00000207974,ENST00000385239,miRNA,MIR557,MI0003563,hsa-mir-557
ENSG00000266281,ENST00000583064,miRNA,AL356865.2,,
ENSG00000207689,ENST00000384956,miRNA,MIR548A2,MI0003598,hsa-mir-548a-2
ENSG00000264926,ENST00000578143,miRNA,MIR378F,MI0016756,hsa-mir-378f
ENSG00000263658,ENST00000581650,miRNA,AL356865.1,,
ENSG00000264239,ENST00000578728,miRNA,AL360297.1,,
ENSG00000221032,ENST00000408105,miRNA,AL590683.1,,
ENSG00000266511,ENST00000584309,miRNA,AL590683.2,,
ENSG00000221010,ENST00000408083,miRNA,AL008708.1,,
ENSG00000221578,ENST00000408651,miRNA,AL049798.1,,
ENSG00000265471,ENST00000584892,miRNA,AL034400.1,,
ENSG00000212094,ENST00000390805,miRNA,AC092765.1,,
ENSG00000221190,ENST00000408263,miRNA,MIR1184-3,MI0015972,hsa-mir-1184-3
ENSG00000221190,ENST00000408263,miRNA,MIR1184-3,MI0015971,hsa-mir-1184-2
ENSG00000221190,ENST00000408263,miRNA,MIR1184-3,MI0006277,hsa-mir-1184-1
ENSG00000265709,ENST00000579510,miRNA,AC019046.1,,
ENSG00000221603,ENST00000408676,miRNA,MIR1184-2,MI0015972,hsa-mir-1184-3
ENSG00000221603,ENST00000408676,miRNA,MIR1184-2,MI0015971,hsa-mir-1184-2
ENSG00000221603,ENST00000408676,miRNA,MIR1184-2,MI0006277,hsa-mir-1184-1
ENSG00000211495,ENST00000390161,miRNA,AL009174.1,,
ENSG00000264838,ENST00000581857,miRNA,AP003305.1,,
ENSG00000264371,ENST00000580572,miRNA,MIR4425,MI0016764,hsa-mir-4425
ENSG00000238648,ENST00000458896,miRNA,TRNAI6,,
ENSG00000263891,ENST00000585312,miRNA,AC092634.1,,
ENSG00000238921,ENST00000459265,miRNA,AL360178.1,,
ENSG00000222121,ENST00000410189,miRNA,AL512290.1,,
ENSG00000266468,ENST00000577655,miRNA,AL031284.1,,
ENSG00000265017,ENST00000582948,miRNA,AC092634.2,,
ENSG00000221741,ENST00000408814,miRNA,AC093304.1,,
ENSG00000263390,ENST00000577602,miRNA,MIR3119-1,MI0014135,hsa-mir-3119-2
ENSG00000263390,ENST00000577602,miRNA,MIR3119-1,MI0014134,hsa-mir-3119-1
ENSG00000221606,ENST00000408679,miRNA,AL356131.1,,
ENSG00000221689,ENST00000408762,miRNA,AC092646.3,,
ENSG00000266698,ENST00000581853,miRNA,MIR3945,MI0016602,hsa-mir-3945
ENSG00000264780,ENST00000579659,miRNA,MIR4683,MI0017315,hsa-mir-4683
ENSG00000264021,ENST00000580971,miRNA,MIR3917,MI0016423,hsa-mir-3917
ENSG00000266763,ENST00000584862,miRNA,AL033528.1,,
ENSG00000272612,ENST00000608105,miRNA,AL662890.4,,
ENSG00000263458,ENST00000580836,miRNA,MIR4455,MI0016801,hsa-mir-4455
ENSG00000265320,ENST00000581535,miRNA,AL391650.1,,
ENSG00000263384,ENST00000579029,miRNA,AL354732.1,,
ENSG00000266832,ENST00000577710,miRNA,AL445464.1,,
ENSG00000272776,ENST00000608627,miRNA,AL662890.7,,
ENSG00000216072,ENST00000401253,miRNA,AL589736.1,,
ENSG00000264410,ENST00000577815,miRNA,AL121931.1,,
ENSG00000266682,ENST00000411011,miRNA,AL590558.1,,
ENSG00000262338,ENST00000572023,miRNA,hsa-mir-511,MI0003127,hsa-mir-511
ENSG00000215924,ENST00000401105,miRNA,BX284613.1,,
ENSG00000263530,ENST00000583251,miRNA,AC006994.3,,
ENSG00000264686,ENST00000578124,miRNA,AC104458.1,,
ENSG00000207572,ENST00000384840,miRNA,MIR363,MI0000764,hsa-mir-363
ENSG00000221720,ENST00000408793,miRNA,AC096951.1,,
ENSG00000208034,ENST00000385299,miRNA,MIR92A2,MI0000094,hsa-mir-92a-2
ENSG00000263573,ENST00000581799,miRNA,MIR4270,MI0015878,hsa-mir-4270
ENSG00000199035,ENST00000362165,miRNA,MIR103A1,MI0007261,hsa-mir-103b-1
ENSG00000199035,ENST00000362165,miRNA,MIR103A1,MI0000109,hsa-mir-103a-1
ENSG00000221390,ENST00000408463,miRNA,MIR1295A,MI0019146,hsa-mir-1295b
ENSG00000221390,ENST00000408463,miRNA,MIR1295A,MI0006357,hsa-mir-1295a
ENSG00000207812,ENST00000385077,miRNA,MIR19B2,MI0000075,hsa-mir-19b-2
ENSG00000264354,ENST00000579433,miRNA,MIR3134,MI0014155,hsa-mir-3134
ENSG00000207710,ENST00000384977,miRNA,MIR20B,MI0001519,hsa-mir-20b
ENSG00000239594,ENST00000454574,miRNA,MIR18B,MI0001518,hsa-mir-18b
ENSG00000207602,ENST00000384870,miRNA,MIR106A,MI0000113,hsa-mir-106a
ENSG00000265619,ENST00000578796,miRNA,AC093824.1,,
ENSG00000207815,ENST00000385080,miRNA,MIR563,MI0003569,hsa-mir-563
ENSG00000251962,ENST00000516153,miRNA,AL591668.1,,
ENSG00000266510,ENST00000580447,miRNA,AC007435.1,,
ENSG00000215973,ENST00000401154,miRNA,MIR933,MI0005755,hsa-mir-933
ENSG00000221664,ENST00000408737,miRNA,AC095030.1,,
ENSG00000238705,ENST00000459548,miRNA,MIR1976,MI0009986,hsa-mir-1976
ENSG00000221347,ENST00000408420,miRNA,AC096649.4,,
ENSG00000264034,ENST00000579736,miRNA,AC010139.1,,
ENSG00000216193,ENST00000401374,miRNA,AC009336.1,,
ENSG00000207816,ENST00000385081,miRNA,MIR124-2,MI0000444,hsa-mir-124-2
ENSG00000264818,ENST00000579507,miRNA,MIR3714,MI0016135,hsa-mir-3714
ENSG00000252976,ENST00000517167,miRNA,AC090644.1,,
ENSG00000221782,ENST00000408855,miRNA,MIR548F2,MI0006375,hsa-mir-548f-2
ENSG00000221406,ENST00000408479,miRNA,MIR320B2,MI0003839,hsa-mir-320b-2
ENSG00000207744,ENST00000385011,miRNA,MIR10B,MI0000267,hsa-mir-10b
ENSG00000221388,ENST00000408461,miRNA,AC093865.1,,
ENSG00000266581,ENST00000577344,miRNA,MIR3166,MI0014196,hsa-mir-3166
ENSG00000221105,ENST00000408178,miRNA,AL159997.1,,
ENSG00000221312,ENST00000408385,miRNA,AL109922.1,,
ENSG00000266618,ENST00000581069,miRNA,MIR4742,MI0017380,hsa-mir-4742
ENSG00000265864,ENST00000581119,miRNA,AC092117.2,,
ENSG00000265187,ENST00000582775,miRNA,AL109612.1,,
ENSG00000265899,ENST00000583614,miRNA,AC007389.4,,
ENSG00000221524,ENST00000408597,miRNA,AC074391.2,,
ENSG00000266552,ENST00000584587,miRNA,AL356020.1,,
ENSG00000221130,ENST00000408203,miRNA,AP001482.1,,
ENSG00000263816,ENST00000584899,miRNA,MIR548AW,MI0019283,hsa-mir-548aw
ENSG00000222591,ENST00000410659,miRNA,AC118345.2,,
ENSG00000221281,ENST00000408354,miRNA,AC002485.1,,
ENSG00000251933,ENST00000516124,miRNA,AL596330.1,,
ENSG00000207739,ENST00000385006,miRNA,MIR218-2,MI0000295,hsa-mir-218-2
ENSG00000266073,ENST00000581695,miRNA,AL590874.1,,
ENSG00000207949,ENST00000385214,miRNA,MIR214,MI0014136,hsa-mir-3120
ENSG00000207949,ENST00000385214,miRNA,MIR214,MI0000290,hsa-mir-214
ENSG00000216097,ENST00000401278,miRNA,AL357060.1,,
ENSG00000238504,ENST00000459213,miRNA,AP005638.1,,
ENSG00000264525,ENST00000577635,miRNA,MIR4778,MI0017422,hsa-mir-4778
ENSG00000208024,ENST00000385289,miRNA,MIR199A2,MI0000281,hsa-mir-199a-2
ENSG00000221683,ENST00000408756,miRNA,AC104837.1,,
ENSG00000264919,ENST00000582977,miRNA,MIR4697,MI0017330,hsa-mir-4697
ENSG00000264674,ENST00000582427,miRNA,AP000911.1,,
ENSG00000266431,ENST00000580850,miRNA,MIR5580,MI0019135,hsa-mir-5580
ENSG00000266388,ENST00000577685,miRNA,AC093430.1,,
ENSG00000252382,ENST00000516573,miRNA,AC108865.1,,
ENSG00000265549,ENST00000584994,miRNA,AL935156.2,,
ENSG00000266675,ENST00000585220,miRNA,AL606923.1,,
ENSG00000265432,ENST00000580634,miRNA,MIR4308,MI0015839,hsa-mir-4308
ENSG00000265768,ENST00000584693,miRNA,MIR4506,MI0016869,hsa-mir-4506
ENSG00000266033,ENST00000578271,miRNA,AL606519.1,,
ENSG00000265498,ENST00000578978,miRNA,AL158051.1,,
ENSG00000265186,ENST00000579655,miRNA,AC068706.2,,
ENSG00000264974,ENST00000577469,miRNA,MIR4789,MI0017436,hsa-mir-4789
ENSG00000265362,ENST00000583116,miRNA,AL358133.1,,
ENSG00000221304,ENST00000408377,miRNA,AC068706.1,,
ENSG00000264927,ENST00000583825,miRNA,AC093816.1,,
ENSG00000266555,ENST00000580727,miRNA,MIR3145,MI0014170,hsa-mir-3145
ENSG00000264277,ENST00000579668,miRNA,AC011073.1,,
ENSG00000264871,ENST00000580413,miRNA,AC104331.1,,
ENSG00000215925,ENST00000401106,miRNA,AL157788.1,,
ENSG00000266107,ENST00000580000,miRNA,MIR4525,MI0016892,hsa-mir-4525
ENSG00000263721,ENST00000581696,miRNA,MIR4444-2,MI0019111,hsa-mir-4444-2
ENSG00000263721,ENST00000581696,miRNA,MIR4444-2,MI0016787,hsa-mir-4444-1
ENSG00000265396,ENST00000581957,miRNA,MIR3128,MI0014145,hsa-mir-3128
ENSG00000264383,ENST00000585219,miRNA,AC068014.1,,
ENSG00000265461,ENST00000578755,miRNA,AC068014.2,,
ENSG00000265507,ENST00000582552,miRNA,MIR4435-1,MI0016777,hsa-mir-4435-2
ENSG00000265507,ENST00000582552,miRNA,MIR4435-1,MI0016775,hsa-mir-4435-1
ENSG00000223231,ENST00000411299,miRNA,AL035706.1,,
ENSG00000263626,ENST00000583947,miRNA,AL392111.1,,
ENSG00000272278,ENST00000606479,miRNA,AL121932.1,,
ENSG00000266657,ENST00000580249,miRNA,AL583842.3,,
ENSG00000239012,ENST00000459390,miRNA,AL583842.1,,
ENSG00000265466,ENST00000582446,miRNA,AL583842.2,,
ENSG00000221191,ENST00000408264,miRNA,AL662890.1,,
ENSG00000265715,ENST00000584066,miRNA,MIR3118-1,MI0014133,hsa-mir-3118-3
ENSG00000265715,ENST00000584066,miRNA,MIR3118-1,MI0014132,hsa-mir-3118-2
ENSG00000265715,ENST00000584066,miRNA,MIR3118-1,MI0014131,hsa-mir-3118-1
ENSG00000265764,ENST00000577570,miRNA,AL662890.3,,
ENSG00000265216,ENST00000580546,miRNA,AL592310.1,,
ENSG00000221793,ENST00000408866,miRNA,AC103863.1,,
ENSG00000264483,ENST00000584300,miRNA,MIR5008,MI0017876,hsa-mir-5008
ENSG00000264815,ENST00000579132,miRNA,AF130343.1,,
ENSG00000221287,ENST00000408360,miRNA,MIR1289-2,MI0006351,hsa-mir-1289-2
ENSG00000263545,ENST00000579330,miRNA,AC005195.1,,
ENSG00000264875,ENST00000582903,miRNA,MIR3610,MI0016000,hsa-mir-3610
ENSG00000264944,ENST00000584469,miRNA,MIR3620,MI0016011,hsa-mir-3620
ENSG00000199094,ENST00000362224,miRNA,MIR30C2,MI0000254,hsa-mir-30c-2
ENSG00000207827,ENST00000385092,miRNA,MIR30A,MI0000088,hsa-mir-30a
ENSG00000212099,ENST00000390810,miRNA,AL035467.1,,
ENSG00000211530,ENST00000390196,miRNA,AL354933.1,,
ENSG00000263514,ENST00000582138,miRNA,MIR3668,MI0016069,hsa-mir-3668
ENSG00000223316,ENST00000411384,miRNA,AC027281.1,,
ENSG00000221550,ENST00000408623,miRNA,AL645859.1,,
ENSG00000264447,ENST00000580846,miRNA,AL445256.1,,
ENSG00000221336,ENST00000408409,miRNA,AL356137.1,,
ENSG00000264390,ENST00000583434,miRNA,MIR4465,MI0016816,hsa-mir-4465
ENSG00000266678,ENST00000580128,miRNA,AL139151.1,,
ENSG00000221126,ENST00000408199,miRNA,AC092265.1,,
ENSG00000221237,ENST00000408310,miRNA,AC106736.1,,
ENSG00000266180,ENST00000583613,miRNA,MIR4282,MI0015890,hsa-mir-4282
ENSG00000266174,ENST00000580160,miRNA,MIR4666A,MI0017296,hsa-mir-4666a
ENSG00000222787,ENST00000410855,miRNA,AL645944.1,,
ENSG00000266751,ENST00000577394,miRNA,MIR3661,MI0016062,hsa-mir-3661
ENSG00000263685,ENST00000579548,miRNA,AC010884.2,,
ENSG00000265324,ENST00000584735,miRNA,AC005020.1,,
ENSG00000264342,ENST00000584845,miRNA,MIR3660,MI0016061,hsa-mir-3660
ENSG00000263378,ENST00000584443,miRNA,AC019205.1,,
ENSG00000266843,ENST00000578433,miRNA,AL360007.1,,
ENSG00000264773,ENST00000583944,miRNA,MIR4420,MI0016757,hsa-mir-4420
ENSG00000265661,ENST00000582397,miRNA,MIR3118-2,MI0014132,hsa-mir-3118-2
ENSG00000263546,ENST00000584225,miRNA,AP002517.1,,
ENSG00000252093,ENST00000516284,miRNA,AC011626.1,,
ENSG00000221644,ENST00000408717,miRNA,AC027238.1,,
ENSG00000207619,ENST00000384887,miRNA,MIR585,MI0003592,hsa-mir-585
ENSG00000266346,ENST00000583935,miRNA,AC019205.2,,
ENSG00000264075,ENST00000580343,miRNA,MIR4783,MI0017428,hsa-mir-4783
ENSG00000265238,ENST00000581261,miRNA,MIR3614,MI0016004,hsa-mir-3614
ENSG00000216001,ENST00000401182,miRNA,MIR450B,MI0005531,hsa-mir-450b
ENSG00000263525,ENST00000583308,miRNA,AC022909.1,,
ENSG00000199132,ENST00000362262,miRNA,MIR450A1,MI0001652,hsa-mir-450a-1
ENSG00000264609,ENST00000580608,miRNA,AL603910.1,,
ENSG00000253069,ENST00000517260,miRNA,AC021205.1,,
ENSG00000207755,ENST00000385022,miRNA,MIR450A2,MI0003187,hsa-mir-450a-2
ENSG00000207784,ENST00000385050,miRNA,MIR542,MI0003686,hsa-mir-542
ENSG00000216154,ENST00000401335,miRNA,AC109357.1,,
ENSG00000265809,ENST00000580911,miRNA,AC007114.1,,
ENSG00000263831,ENST00000581976,miRNA,MIR378E,MI0016750,hsa-mir-378e
ENSG00000263963,ENST00000580862,miRNA,MIR4461,MI0016807,hsa-mir-4461
ENSG00000266024,ENST00000583642,miRNA,AF250324.1,,
ENSG00000263415,ENST00000580600,miRNA,AC021760.1,,
ENSG00000266099,ENST00000582250,miRNA,MIR5700,MI0019307,hsa-mir-5700
ENSG00000199127,ENST00000362257,miRNA,MIR383,MI0000791,hsa-mir-383
ENSG00000266354,ENST00000580204,miRNA,MIR4776-2,MI0017420,hsa-mir-4776-2
ENSG00000266354,ENST00000580204,miRNA,MIR4776-2,MI0017419,hsa-mir-4776-1
ENSG00000266125,ENST00000585310,miRNA,AL022400.1,,
ENSG00000265003,ENST00000584268,miRNA,MIR4780,MI0017424,hsa-mir-4780
ENSG00000265734,ENST00000585271,miRNA,MIR4438,MI0016781,hsa-mir-4438
ENSG00000266568,ENST00000578838,miRNA,AL049610.1,,
ENSG00000223214,ENST00000411282,miRNA,AC091559.1,,
ENSG00000238870,ENST00000459204,miRNA,AC009677.1,,
ENSG00000264884,ENST00000584571,miRNA,AL590684.1,,
ENSG00000215958,ENST00000401139,miRNA,AC021818.1,,
ENSG00000251899,ENST00000516090,miRNA,AC104169.1,,
ENSG00000266110,ENST00000580922,miRNA,MIR4423,MI0016760,hsa-mir-4423
ENSG00000266018,ENST00000580015,miRNA,AP000781.1,,
ENSG00000221542,ENST00000408615,miRNA,AC016405.2,,
ENSG00000221619,ENST00000408692,miRNA,AC012671.3,,
ENSG00000216115,ENST00000401296,miRNA,AC017083.1,,
ENSG00000221443,ENST00000408516,miRNA,AC017083.3,,
ENSG00000266580,ENST00000581063,miRNA,MIR4254,MI0015862,hsa-mir-4254
ENSG00000264380,ENST00000584375,miRNA,AL590113.1,,
ENSG00000207965,ENST00000385230,miRNA,MIR629,MI0003643,hsa-mir-629
ENSG00000211525,ENST00000390191,miRNA,BX323860.1,,
ENSG00000266203,ENST00000577515,miRNA,MIR5585,MI0019142,hsa-mir-5585
ENSG00000221796,ENST00000408869,miRNA,AL356739.1,,
ENSG00000221392,ENST00000408465,miRNA,Z73964.1,,
ENSG00000263533,ENST00000580609,miRNA,MIR4463,MI0016811,hsa-mir-4463
ENSG00000208009,ENST00000385274,miRNA,MIR130A,MI0000448,hsa-mir-130a
ENSG00000221407,ENST00000408480,miRNA,U85056.4,,
ENSG00000221702,ENST00000408775,miRNA,AL356270.1,,
ENSG00000266324,ENST00000582039,miRNA,MIR4663,MI0017292,hsa-mir-4663
ENSG00000208038,ENST00000385303,miRNA,MIR492,MI0003131,hsa-mir-492
ENSG00000266309,ENST00000579596,miRNA,AC012671.4,,
ENSG00000252131,ENST00000516322,miRNA,AL844165.1,,
ENSG00000221290,ENST00000408363,miRNA,MIR1182,MI0006275,hsa-mir-1182
ENSG00000207704,ENST00000384971,miRNA,MIR548D1,MI0016689,hsa-mir-548aa-1
ENSG00000207704,ENST00000384971,miRNA,MIR548D1,MI0003668,hsa-mir-548d-1
ENSG00000252896,ENST00000517087,miRNA,AC067957.1,,
ENSG00000266811,ENST00000584879,miRNA,MIR3118-3,MI0014133,hsa-mir-3118-3
ENSG00000266811,ENST00000584879,miRNA,MIR3118-3,MI0014132,hsa-mir-3118-2
ENSG00000266811,ENST00000584879,miRNA,MIR3118-3,MI0014131,hsa-mir-3118-1
ENSG00000272302,ENST00000607106,miRNA,BX004987.1,,
ENSG00000263897,ENST00000585099,miRNA,MIR4669,MI0017300,hsa-mir-4669
ENSG00000202609,ENST00000365739,miRNA,MIR488,MI0003123,hsa-mir-488
ENSG00000222749,ENST00000410817,miRNA,AL021398.1,,
ENSG00000221413,ENST00000408486,miRNA,AC023593.1,,
ENSG00000251969,ENST00000516160,miRNA,AL356776.1,,
ENSG00000264716,ENST00000584718,miRNA,AC106827.2,,
ENSG00000238393,ENST00000458850,miRNA,AC009009.1,,
ENSG00000221067,ENST00000408140,miRNA,MIR1280,,
ENSG00000266393,ENST00000390740,miRNA,AL122019.1,,
ENSG00000252813,ENST00000517004,miRNA,AC108861.1,,
ENSG00000263840,ENST00000579104,miRNA,AC011431.2,,
ENSG00000265924,ENST00000585309,miRNA,MIR5692C1,MI0019288,hsa-mir-5692c-1
ENSG00000265520,ENST00000584165,miRNA,MIR548V,MI0014174,hsa-mir-548v
ENSG00000220999,ENST00000408072,miRNA,AC012671.1,,
ENSG00000264877,ENST00000581079,miRNA,AL603650.2,,
ENSG00000212055,ENST00000390766,miRNA,AC122136.1,,
ENSG00000222161,ENST00000410229,miRNA,Z97356.1,,
ENSG00000221423,ENST00000408496,miRNA,AL031602.1,,
ENSG00000265286,ENST00000582742,miRNA,AL603650.3,,
ENSG00000264744,ENST00000581239,miRNA,MIR3689C,MI0016832,hsa-mir-3689c
ENSG00000221487,ENST00000408560,miRNA,AC069294.1,,
ENSG00000265744,ENST00000585213,miRNA,MIR4427,MI0016766,hsa-mir-4427
ENSG00000265455,ENST00000578311,miRNA,MIR4700,MI0017333,hsa-mir-4700
ENSG00000265872,ENST00000578854,miRNA,MIR3689A,MI0016090,hsa-mir-3689a
ENSG00000264039,ENST00000581644,miRNA,AC114296.1,,
ENSG00000265848,ENST00000579706,miRNA,MIR3689D1,MI0016834,hsa-mir-3689d-1
ENSG00000221470,ENST00000408543,miRNA,AL132875.1,,
ENSG00000264249,ENST00000577566,miRNA,MIR3912,MI0016416,hsa-mir-3912
ENSG00000221222,ENST00000408295,miRNA,AL139139.1,,
ENSG00000266060,ENST00000583817,miRNA,AL603650.4,,
ENSG00000266649,ENST00000577443,miRNA,MIR3126,MI0014143,hsa-mir-3126
ENSG00000263507,ENST00000583957,miRNA,AL603650.1,,
ENSG00000208005,ENST00000385270,miRNA,MIR503,MI0003188,hsa-mir-503
ENSG00000264303,ENST00000583730,miRNA,AC011410.1,,
ENSG00000263497,ENST00000459198,miRNA,AL109844.1,,
ENSG00000266671,ENST00000579783,miRNA,AC113342.1,,
ENSG00000264163,ENST00000581772,miRNA,MIR3689B,MI0016411,hsa-mir-3689b
ENSG00000264136,ENST00000580187,miRNA,MIR3689D2,MI0016835,hsa-mir-3689d-2
ENSG00000264377,ENST00000583284,miRNA,MIR4671,MI0017302,hsa-mir-4671
ENSG00000221701,ENST00000408774,miRNA,AC005284.1,,
ENSG00000253002,ENST00000517193,miRNA,AC005725.1,,
ENSG00000266827,ENST00000582479,miRNA,MIR3689E,MI0016836,hsa-mir-3689e
ENSG00000266514,ENST00000579617,miRNA,MIR3689F,MI0016837,hsa-mir-3689f
ENSG00000263623,ENST00000584990,miRNA,AC005701.1,,
ENSG00000266239,ENST00000583214,miRNA,MIR3605,MI0015995,hsa-mir-3605
ENSG00000221299,ENST00000408372,miRNA,Z83826.1,,
ENSG00000221225,ENST00000408298,miRNA,AL138837.1,,
ENSG00000221679,ENST00000408752,miRNA,AC087237.1,,
ENSG00000223322,ENST00000411390,miRNA,AL033378.1,,
ENSG00000199172,ENST00000362302,miRNA,MIR331,MI0000812,hsa-mir-331
ENSG00000265917,ENST00000579373,miRNA,MIR3685,MI0016086,hsa-mir-3685
ENSG00000263515,ENST00000408286,miRNA,MIR548AN,MI0016907,hsa-mir-548an
ENSG00000266297,ENST00000578242,miRNA,MIR744,MI0005559,hsa-mir-744
ENSG00000207547,ENST00000384816,miRNA,MIR25,MI0000082,hsa-mir-25
ENSG00000207757,ENST00000385024,miRNA,MIR93,MI0000095,hsa-mir-93
